	LSSP-08	GRP-17	WBC-23	GRP-25	WBC-20	GRP-05	GRP-01	WBC-03	GRP-22	WBC-07	GRP-04	SLNF-09	GRP-13	LSSP-01	WBC-17	LSSP-03	SLNF-06	GRP-09	GRP-10	WBC-09	FCSP-04	WBC-14	TMC-05	LSSP-10	SLNF-03	WBC-13	LSSP-05	WBC-25	SLNF-05	GRP-02	LSSP-06	LSSP-07	GRP-19	TMC-07	GRP-12	WBC-21	WBC-12	GRP-06	WBC-16	TMC-04	WBC-11	GRP-24	FCSP-06	GRP-15	GRP-16	GRP-14	SLNF-02	WBC-18	WBC-22	FCSP-07	WBC-01	GRP-11	TMC-10	LSSP-04	GRP-20	SLNF-08	WBC-15	GRP-18	WBC-24	FCSP-01	FCSP-03	TMC-09	LSSP-02	WBC-10	TMC-02	WBC-05	GRP-03	TMC-11	WBC-02	SLNF-07	WBC-04	WBC-08	TMC-08	LSSP-09	GRP-21	TMC-06	FCSP-02	TMC-01	GRP-07	GRP-08	WBC-19	GRP-23
GRP-04	0.7811538461538462	0.7534615384615385	0.979423076923077	0.5959615384615384	0.9803846153846154	0.6796153846153846	0.6901923076923077	0.9590384615384615	0.6030769230769231	0.9784615384615385	0.0	0.8182692307692307	0.5875	0.6423076923076924	0.9971153846153846	0.7678846153846154	0.8173076923076923	0.6846153846153846	0.7873076923076923	0.7934615384615384	0.755	0.9773076923076923	0.9026923076923077	0.5940384615384615	0.7790384615384616	0.8325	0.5361538461538462	0.9780769230769231	0.7719230769230769	0.7307692307692307	0.6901923076923077	0.6590384615384616	0.8059615384615385	0.8088461538461539	0.8575	0.9938461538461538	0.9730769230769231	0.7961538461538461	0.9798076923076923	0.9673076923076923	0.9932692307692308	0.8048076923076923	0.7740384615384616	0.7403846153846154	0.7215384615384616	0.6096153846153847	0.78	0.9784615384615385	0.9871153846153846	0.8663461538461539	0.9975	0.7976923076923077	0.9646153846153847	0.7769230769230769	0.8001923076923076	0.7673076923076924	0.9811538461538462	0.5561538461538461	0.995576923076923	0.818076923076923	0.8103846153846154	0.9417307692307693	0.6632692307692307	0.9517307692307693	0.7717307692307692	0.9815384615384616	0.25346153846153846	0.8821153846153846	0.994423076923077	0.8396153846153847	0.9682692307692308	0.9921153846153846	0.7909615384615385	0.8928846153846154	0.8096153846153846	0.9403846153846154	0.7569230769230769	0.8215384615384616	0.6394230769230769	0.7223076923076923	0.9701923076923077	0.7619230769230769
SLNF-09	0.8851923076923077	0.8426923076923077	0.9988461538461538	0.7465384615384615	0.9938461538461538	0.7390384615384615	0.8240384615384615	0.975	0.8603846153846154	0.9919230769230769	0.8182692307692307	0.0	0.7463461538461539	0.8888461538461538	0.9996153846153846	0.8771153846153846	0.3205769230769231	0.6323076923076923	0.8484615384615385	0.785	0.614423076923077	0.9967307692307692	0.9226923076923077	0.5909615384615384	0.6403846153846153	0.9742307692307692	0.8959615384615385	0.9817307692307692	0.5053846153846154	0.7759615384615385	0.6825	0.9051923076923077	0.8117307692307693	0.7590384615384616	0.3203846153846154	0.994423076923077	0.99	0.3005769230769231	0.9823076923076923	0.9675	0.9951923076923077	0.5876923076923077	0.5586538461538462	0.47846153846153844	0.3328846153846154	0.811923076923077	0.42846153846153845	0.9875	0.9982692307692308	0.9007692307692308	0.9982692307692308	0.7028846153846153	0.9821153846153846	0.6363461538461539	0.28673076923076923	0.6226923076923077	0.995576923076923	0.8546153846153847	0.9873076923076923	0.9067307692307692	0.4828846153846154	0.9426923076923077	0.9151923076923076	0.9611538461538461	0.8253846153846154	0.9998076923076923	0.875	0.8792307692307693	0.995	0.4115384615384615	0.9859615384615384	0.995	0.6988461538461539	0.95	0.8930769230769231	0.9417307692307693	0.7926923076923077	0.8371153846153846	0.8092307692307692	0.813076923076923	0.9873076923076923	0.729423076923077
GRP-13	0.6115384615384616	0.6555769230769231	0.9828846153846154	0.36096153846153844	0.9875	0.4609615384615385	0.6267307692307692	0.879423076923077	0.49903846153846154	0.9880769230769231	0.5875	0.7463461538461539	0.0	0.7688461538461538	0.9973076923076923	0.5757692307692308	0.7413461538461539	0.4523076923076923	0.7076923076923077	0.760576923076923	0.6648076923076923	0.9925	0.8769230769230769	0.6063461538461539	0.6875	0.8073076923076923	0.7321153846153846	0.916923076923077	0.6332692307692308	0.5876923076923077	0.49153846153846154	0.546923076923077	0.7201923076923077	0.7357692307692307	0.7621153846153846	0.9957692307692307	0.9857692307692307	0.6717307692307692	0.985	0.9428846153846154	0.9886538461538461	0.6546153846153846	0.691923076923077	0.5678846153846154	0.5475	0.3844230769230769	0.6571153846153847	0.9163461538461538	0.9961538461538462	0.8838461538461538	0.9788461538461538	0.6188461538461538	0.9528846153846153	0.5948076923076923	0.6609615384615385	0.6667307692307692	0.9934615384615385	0.4553846153846154	0.9730769230769231	0.8005769230769231	0.7298076923076923	0.9384615384615385	0.7626923076923077	0.9832692307692308	0.696923076923077	0.9907692307692307	0.6548076923076923	0.8509615384615384	0.9917307692307692	0.7384615384615385	0.9728846153846153	0.9965384615384615	0.7140384615384615	0.8503846153846154	0.7567307692307692	0.9232692307692307	0.7326923076923076	0.7838461538461539	0.5828846153846153	0.6078846153846154	0.9775	0.5511538461538461
LSSP-01	0.5726923076923077	0.6123076923076923	0.9865384615384616	0.6571153846153847	0.985	0.6025	0.5298076923076923	0.9638461538461538	0.5607692307692308	0.9819230769230769	0.6423076923076924	0.8888461538461538	0.7688461538461538	0.0	0.9973076923076923	0.5328846153846154	0.6978846153846154	0.8409615384615384	0.4	0.7815384615384615	0.7963461538461538	0.9813461538461539	0.8307692307692308	0.6488461538461539	0.7725	0.8453846153846154	0.6232692307692308	0.9786538461538462	0.8176923076923077	0.78	0.6021153846153846	0.6792307692307692	0.3680769230769231	0.8830769230769231	0.9225	0.995576923076923	0.9840384615384615	0.8730769230769231	0.985	0.9632692307692308	0.9940384615384615	0.745576923076923	0.8603846153846154	0.6186538461538461	0.7665384615384615	0.7203846153846154	0.8017307692307692	0.9778846153846154	0.9898076923076923	0.7934615384615384	0.9973076923076923	0.7992307692307692	0.9696153846153847	0.5184615384615384	0.8796153846153846	0.8386538461538462	0.9861538461538462	0.6125	0.9965384615384615	0.9059615384615385	0.7282692307692308	0.963076923076923	0.17442307692307693	0.9609615384615384	0.8188461538461539	0.9834615384615385	0.6690384615384616	0.9059615384615385	0.9926923076923077	0.895576923076923	0.9690384615384615	0.9936538461538461	0.8401923076923077	0.879423076923077	0.31346153846153846	0.9684615384615385	0.7013461538461538	0.8880769230769231	0.6680769230769231	0.6796153846153846	0.9728846153846153	0.8190384615384615
WBC-17	0.9951923076923077	0.9982692307692308	0.9603846153846154	0.9982692307692308	0.9165384615384615	0.9984615384615385	0.9953846153846154	0.9740384615384615	0.9976923076923077	0.9457692307692308	0.9971153846153846	0.9996153846153846	0.9973076923076923	0.9973076923076923	0.0	0.9982692307692308	0.9996153846153846	0.9976923076923077	0.9982692307692308	0.994423076923077	0.9932692307692308	0.9025	0.9998076923076923	0.9961538461538462	0.999423076923077	0.9978846153846154	0.995576923076923	0.9494230769230769	0.9973076923076923	0.9973076923076923	0.994423076923077	0.9936538461538461	0.9984615384615385	0.9986538461538461	0.9982692307692308	0.9890384615384615	0.9846153846153847	0.9980769230769231	0.9940384615384615	0.9957692307692307	0.985	0.9982692307692308	0.9967307692307692	0.9982692307692308	0.9980769230769231	0.9978846153846154	0.999423076923077	0.9980769230769231	0.9848076923076923	0.9946153846153846	0.9953846153846154	0.9984615384615385	0.99	0.9982692307692308	0.9988461538461538	0.9998076923076923	0.9969230769230769	0.9982692307692308	0.9953846153846154	0.9990384615384615	0.9978846153846154	0.9996153846153846	0.9948076923076923	0.9871153846153846	0.9982692307692308	0.9840384615384615	0.9975	0.9992307692307693	0.995576923076923	0.9998076923076923	0.9961538461538462	0.8898076923076923	0.9992307692307693	0.9932692307692308	0.9982692307692308	0.9978846153846154	0.9975	0.9953846153846154	0.9971153846153846	0.9969230769230769	0.9717307692307692	0.9969230769230769
LSSP-03	0.4246153846153846	0.5561538461538461	0.9896153846153846	0.5640384615384615	0.9871153846153846	0.49865384615384617	0.6142307692307692	0.8825	0.4017307692307692	0.9876923076923076	0.7678846153846154	0.8771153846153846	0.5757692307692308	0.5328846153846154	0.9982692307692308	0.0	0.6707692307692308	0.7621153846153846	0.5219230769230769	0.7805769230769231	0.7819230769230769	0.9948076923076923	0.84	0.7105769230769231	0.7128846153846153	0.7917307692307692	0.7653846153846153	0.8840384615384616	0.6567307692307692	0.7934615384615384	0.5144230769230769	0.5696153846153846	0.5944230769230769	0.8215384615384616	0.9111538461538462	0.9959615384615385	0.9855769230769231	0.8559615384615384	0.9830769230769231	0.9663461538461539	0.9896153846153846	0.7148076923076923	0.8373076923076923	0.5473076923076923	0.6934615384615385	0.5611538461538461	0.7107692307692308	0.8848076923076923	0.9973076923076923	0.7953846153846154	0.9786538461538462	0.7890384615384616	0.9640384615384615	0.5153846153846153	0.8328846153846153	0.8046153846153846	0.9928846153846154	0.43903846153846154	0.9711538461538461	0.9138461538461539	0.7428846153846154	0.9723076923076923	0.5398076923076923	0.9855769230769231	0.6625	0.990576923076923	0.7213461538461539	0.8448076923076923	0.9934615384615385	0.8738461538461538	0.9736538461538462	0.9940384615384615	0.7603846153846154	0.8448076923076923	0.5609615384615385	0.9725	0.7019230769230769	0.828076923076923	0.6928846153846154	0.6330769230769231	0.9757692307692307	0.7836538461538461
SLNF-06	0.685	0.6317307692307692	0.9990384615384615	0.6288461538461538	0.9948076923076923	0.5271153846153847	0.6346153846153846	0.98	0.6875	0.9934615384615385	0.8173076923076923	0.3205769230769231	0.7413461538461539	0.6978846153846154	0.9996153846153846	0.6707692307692308	0.0	0.6425	0.6351923076923077	0.6738461538461539	0.5544230769230769	0.9969230769230769	0.7994230769230769	0.5319230769230769	0.5184615384615384	0.9828846153846154	0.8501923076923077	0.9884615384615385	0.4548076923076923	0.7140384615384615	0.5142307692307693	0.8871153846153846	0.5998076923076923	0.7332692307692308	0.47057692307692306	0.9971153846153846	0.9907692307692307	0.425	0.9853846153846154	0.9703846153846154	0.9946153846153846	0.39326923076923076	0.5365384615384615	0.2859615384615385	0.3273076923076923	0.7794230769230769	0.3269230769230769	0.9923076923076923	0.9984615384615385	0.7751923076923077	0.9978846153846154	0.595	0.9832692307692308	0.4423076923076923	0.4021153846153846	0.5917307692307693	0.9973076923076923	0.7355769230769231	0.9859615384615384	0.8788461538461538	0.29365384615384615	0.9511538461538461	0.7055769230769231	0.9623076923076923	0.7848076923076923	0.9998076923076923	0.8803846153846154	0.8319230769230769	0.9948076923076923	0.4280769230769231	0.990576923076923	0.9967307692307692	0.6446153846153846	0.9523076923076923	0.7055769230769231	0.9407692307692308	0.604423076923077	0.8473076923076923	0.69	0.6546153846153846	0.9923076923076923	0.6840384615384615
GRP-09	0.7523076923076923	0.5986538461538462	0.9911538461538462	0.5194230769230769	0.9867307692307692	0.4851923076923077	0.6782692307692307	0.9384615384615385	0.7201923076923077	0.9875	0.6846153846153846	0.6323076923076923	0.4523076923076923	0.8409615384615384	0.9976923076923077	0.7621153846153846	0.6425	0.0	0.7117307692307693	0.7803846153846153	0.5657692307692308	0.9938461538461538	0.9028846153846154	0.624423076923077	0.6555769230769231	0.9173076923076923	0.8323076923076923	0.9642307692307692	0.5915384615384616	0.6203846153846154	0.5169230769230769	0.7761538461538462	0.725	0.6730769230769231	0.6725	0.9965384615384615	0.9859615384615384	0.5828846153846153	0.9851923076923077	0.953076923076923	0.99	0.5305769230769231	0.6136538461538461	0.5148076923076923	0.4801923076923077	0.4926923076923077	0.5257692307692308	0.9690384615384615	0.9946153846153846	0.875	0.9911538461538462	0.5505769230769231	0.9567307692307693	0.5782692307692308	0.6203846153846154	0.5817307692307693	0.9942307692307693	0.6984615384615385	0.9817307692307692	0.8467307692307692	0.6307692307692307	0.9488461538461539	0.8421153846153846	0.9853846153846154	0.7821153846153847	0.9903846153846154	0.7944230769230769	0.8403846153846154	0.9932692307692308	0.6126923076923076	0.9734615384615385	0.9946153846153846	0.6707692307692308	0.8611538461538462	0.7732692307692308	0.9317307692307693	0.7823076923076923	0.8326923076923077	0.5646153846153846	0.5626923076923077	0.9769230769230769	0.5686538461538462
GRP-10	0.6253846153846154	0.40923076923076923	0.9928846153846154	0.5917307692307693	0.9911538461538462	0.42153846153846153	0.4925	0.9609615384615384	0.615	0.9890384615384615	0.7873076923076923	0.8484615384615385	0.7076923076923077	0.4	0.9982692307692308	0.5219230769230769	0.6351923076923077	0.7117307692307693	0.0	0.7726923076923077	0.7907692307692308	0.9940384615384615	0.7992307692307692	0.8092307692307692	0.6419230769230769	0.9494230769230769	0.8317307692307693	0.9809615384615384	0.7576923076923077	0.76	0.6438461538461538	0.8413461538461539	0.2078846153846154	0.7740384615384616	0.8678846153846154	0.9975	0.9867307692307692	0.815	0.990576923076923	0.9751923076923077	0.9923076923076923	0.556923076923077	0.8319230769230769	0.5067307692307692	0.6688461538461539	0.6576923076923077	0.6805769230769231	0.9853846153846154	0.9973076923076923	0.7932692307692307	0.990576923076923	0.6928846153846154	0.9761538461538461	0.5067307692307692	0.821923076923077	0.7342307692307692	0.9982692307692308	0.6448076923076923	0.9882692307692308	0.8688461538461538	0.6575	0.9592307692307692	0.40307692307692305	0.9861538461538462	0.7994230769230769	0.9925	0.8867307692307692	0.7936538461538462	0.9925	0.8236538461538462	0.9773076923076923	0.9978846153846154	0.7201923076923077	0.9019230769230769	0.31711538461538463	0.9538461538461539	0.6842307692307692	0.9273076923076923	0.6461538461538462	0.6130769230769231	0.9803846153846154	0.7273076923076923
WBC-09	0.7386538461538461	0.7551923076923077	0.9838461538461538	0.6836538461538462	0.9809615384615384	0.7007692307692308	0.6932692307692307	0.9619230769230769	0.7382692307692308	0.9842307692307692	0.7934615384615384	0.785	0.760576923076923	0.7815384615384615	0.994423076923077	0.7805769230769231	0.6738461538461539	0.7803846153846153	0.7726923076923077	0.0	0.59	0.9878846153846154	0.7776923076923077	0.7584615384615384	0.6728846153846154	0.9557692307692308	0.8175	0.9682692307692308	0.7005769230769231	0.7142307692307692	0.6590384615384616	0.8061538461538461	0.7419230769230769	0.7853846153846153	0.8486538461538462	0.9878846153846154	0.9869230769230769	0.8025	0.9817307692307692	0.8730769230769231	0.9928846153846154	0.7398076923076923	0.5796153846153846	0.7055769230769231	0.7313461538461539	0.8061538461538461	0.7013461538461538	0.9730769230769231	0.985	0.5665384615384615	0.9882692307692308	0.7225	0.8651923076923077	0.7061538461538461	0.8023076923076923	0.7355769230769231	0.9875	0.7453846153846154	0.9736538461538462	0.8557692307692307	0.6680769230769231	0.9192307692307692	0.796923076923077	0.9605769230769231	0.7684615384615384	0.9930769230769231	0.8696153846153846	0.8490384615384615	0.9823076923076923	0.8092307692307692	0.9746153846153847	0.9861538461538462	0.7309615384615384	0.8286538461538462	0.7961538461538461	0.9111538461538462	0.588076923076923	0.7790384615384616	0.695	0.6680769230769231	0.9711538461538461	0.7513461538461539
FCSP-04	0.7461538461538462	0.7746153846153846	0.9805769230769231	0.6413461538461539	0.9809615384615384	0.6726923076923077	0.6888461538461539	0.9534615384615385	0.750576923076923	0.9842307692307692	0.755	0.614423076923077	0.6648076923076923	0.7963461538461538	0.9932692307692308	0.7819230769230769	0.5544230769230769	0.5657692307692308	0.7907692307692308	0.59	0.0	0.99	0.8355769230769231	0.5009615384615385	0.6905769230769231	0.9376923076923077	0.7732692307692308	0.9719230769230769	0.5528846153846154	0.6609615384615385	0.5065384615384615	0.7748076923076923	0.7607692307692308	0.7321153846153846	0.6282692307692308	0.9913461538461539	0.9848076923076923	0.5742307692307692	0.9825	0.9076923076923077	0.9909615384615384	0.58	0.43865384615384617	0.5263461538461538	0.509423076923077	0.7551923076923077	0.5409615384615385	0.9763461538461539	0.9913461538461539	0.7375	0.9938461538461538	0.6367307692307692	0.8913461538461539	0.5213461538461538	0.5717307692307693	0.7021153846153846	0.9890384615384615	0.7332692307692308	0.9784615384615385	0.8482692307692308	0.4901923076923077	0.9303846153846154	0.8009615384615385	0.9694230769230769	0.77	0.9863461538461539	0.8334615384615385	0.8565384615384616	0.9878846153846154	0.6286538461538461	0.9678846153846153	0.9928846153846154	0.698076923076923	0.8138461538461539	0.82	0.9132692307692307	0.6544230769230769	0.8190384615384615	0.6921153846153846	0.6842307692307692	0.9696153846153847	0.6584615384615384
WBC-14	0.9890384615384615	0.994423076923077	0.9932692307692308	0.9942307692307693	0.921923076923077	0.994423076923077	0.989423076923077	0.9494230769230769	0.994423076923077	0.7355769230769231	0.9773076923076923	0.9967307692307692	0.9925	0.9813461538461539	0.9025	0.9948076923076923	0.9969230769230769	0.9938461538461538	0.9940384615384615	0.9878846153846154	0.99	0.0	0.9963461538461539	0.9875	0.9961538461538462	0.8407692307692308	0.9809615384615384	0.9592307692307692	0.9957692307692307	0.9923076923076923	0.9875	0.9801923076923077	0.9940384615384615	0.9946153846153846	0.994423076923077	0.8944230769230769	0.9773076923076923	0.9940384615384615	0.9592307692307692	0.9930769230769231	0.9801923076923077	0.9936538461538461	0.9934615384615385	0.9940384615384615	0.9932692307692308	0.9934615384615385	0.9959615384615385	0.6557692307692308	0.9488461538461539	0.9732692307692308	0.8730769230769231	0.994423076923077	0.9523076923076923	0.9942307692307693	0.994423076923077	0.9965384615384615	0.9809615384615384	0.9930769230769231	0.8730769230769231	0.9946153846153846	0.9946153846153846	0.9965384615384615	0.99	0.926923076923077	0.9934615384615385	0.9378846153846154	0.9659615384615384	0.995576923076923	0.7578846153846154	0.9961538461538462	0.9365384615384615	0.7719230769230769	0.995576923076923	0.9592307692307692	0.9946153846153846	0.9961538461538462	0.9917307692307692	0.9726923076923077	0.9907692307692307	0.9942307692307693	0.935	0.9938461538461538
TMC-05	0.8298076923076924	0.7992307692307692	0.9990384615384615	0.7857692307692308	0.9982692307692308	0.7959615384615385	0.7851923076923077	0.9963461538461539	0.8092307692307692	0.9969230769230769	0.9026923076923077	0.9226923076923077	0.8769230769230769	0.8307692307692308	0.9998076923076923	0.84	0.7994230769230769	0.9028846153846154	0.7992307692307692	0.7776923076923077	0.8355769230769231	0.9963461538461539	0.0	0.8607692307692307	0.7905769230769231	0.9963461538461539	0.879423076923077	0.9969230769230769	0.8707692307692307	0.7753846153846153	0.7796153846153846	0.921923076923077	0.8013461538461538	0.6215384615384615	0.9315384615384615	0.999423076923077	0.994423076923077	0.8992307692307693	0.9975	0.7615384615384615	0.995576923076923	0.7986538461538462	0.8634615384615385	0.7955769230769231	0.8398076923076923	0.8775	0.8359615384615384	0.9980769230769231	0.9988461538461538	0.8136538461538462	0.9986538461538461	0.7821153846153847	0.8255769230769231	0.8013461538461538	0.884423076923077	0.8757692307692307	0.9990384615384615	0.8076923076923077	0.9946153846153846	0.8988461538461539	0.7846153846153846	0.7276923076923076	0.8144230769230769	0.9830769230769231	0.8838461538461538	0.9998076923076923	0.9526923076923077	0.5075	0.995576923076923	0.9105769230769231	0.9967307692307692	0.999423076923077	0.6457692307692308	0.9709615384615384	0.8313461538461538	0.541923076923077	0.7876923076923077	0.9261538461538461	0.7938461538461539	0.7934615384615384	0.9990384615384615	0.8288461538461539
LSSP-10	0.6678846153846154	0.7825	0.9857692307692307	0.5869230769230769	0.9826923076923076	0.6598076923076923	0.6584615384615384	0.9728846153846153	0.6532692307692308	0.9813461538461539	0.5940384615384615	0.5909615384615384	0.6063461538461539	0.6488461538461539	0.9961538461538462	0.7105769230769231	0.5319230769230769	0.624423076923077	0.8092307692307692	0.7584615384615384	0.5009615384615385	0.9875	0.8607692307692307	0.0	0.7309615384615384	0.849423076923077	0.5507692307692308	0.9919230769230769	0.5532692307692307	0.6532692307692308	0.4426923076923077	0.6034615384615385	0.7859615384615385	0.7965384615384615	0.5936538461538462	0.9932692307692308	0.9834615384615385	0.5336538461538461	0.9832692307692308	0.9432692307692307	0.9917307692307692	0.56	0.5851923076923077	0.47173076923076923	0.4696153846153846	0.6834615384615385	0.5180769230769231	0.989423076923077	0.9876923076923076	0.8555769230769231	0.9963461538461539	0.6551923076923077	0.9475	0.4723076923076923	0.5138461538461538	0.7332692307692308	0.9832692307692308	0.6009615384615384	0.9930769230769231	0.8763461538461539	0.5473076923076923	0.9613461538461539	0.624423076923077	0.9705769230769231	0.7725	0.9828846153846154	0.6171153846153846	0.8771153846153846	0.9907692307692307	0.5938461538461538	0.9773076923076923	0.9913461538461539	0.7523076923076923	0.8619230769230769	0.8265384615384616	0.9334615384615385	0.7619230769230769	0.8442307692307692	0.6530769230769231	0.7207692307692307	0.9719230769230769	0.6657692307692308
SLNF-03	0.7621153846153846	0.6386538461538461	0.9982692307692308	0.5992307692307692	0.995	0.5348076923076923	0.7026923076923077	0.9801923076923077	0.745576923076923	0.9930769230769231	0.7790384615384616	0.6403846153846153	0.6875	0.7725	0.999423076923077	0.7128846153846153	0.5184615384615384	0.6555769230769231	0.6419230769230769	0.6728846153846154	0.6905769230769231	0.9961538461538462	0.7905769230769231	0.7309615384615384	0.0	0.9813461538461539	0.8463461538461539	0.9869230769230769	0.5767307692307693	0.6890384615384615	0.6471153846153846	0.8925	0.6190384615384615	0.6309615384615385	0.801923076923077	0.9969230769230769	0.990576923076923	0.7548076923076923	0.9853846153846154	0.9603846153846154	0.9948076923076923	0.5567307692307693	0.6775	0.6132692307692308	0.6325	0.7121153846153846	0.4823076923076923	0.9911538461538462	0.9986538461538461	0.7846153846153846	0.9975	0.645	0.9811538461538462	0.6688461538461539	0.7369230769230769	0.515	0.9967307692307692	0.7415384615384616	0.9873076923076923	0.8446153846153847	0.6346153846153846	0.935	0.7867307692307692	0.9623076923076923	0.7509615384615385	0.9992307692307693	0.8823076923076923	0.7744230769230769	0.995	0.5738461538461539	0.9890384615384615	0.9973076923076923	0.5523076923076923	0.9503846153846154	0.7434615384615385	0.931923076923077	0.675	0.8657692307692307	0.6592307692307692	0.7038461538461539	0.9928846153846154	0.6715384615384615
WBC-13	0.8430769230769231	0.928076923076923	0.8678846153846154	0.8634615384615385	0.8503846153846154	0.8926923076923077	0.9111538461538462	0.8076923076923077	0.7415384615384616	0.6530769230769231	0.8325	0.9742307692307692	0.8073076923076923	0.8453846153846154	0.9978846153846154	0.7917307692307692	0.9828846153846154	0.9173076923076923	0.9494230769230769	0.9557692307692308	0.9376923076923077	0.8407692307692308	0.9963461538461539	0.849423076923077	0.9813461538461539	0.0	0.8480769230769231	0.8392307692307692	0.9376923076923077	0.9405769230769231	0.8515384615384616	0.7684615384615384	0.9673076923076923	0.9884615384615385	0.9621153846153846	0.6732692307692307	0.9682692307692308	0.9496153846153846	0.5409615384615385	0.9890384615384615	0.9803846153846154	0.9821153846153846	0.9592307692307692	0.8996153846153846	0.9098076923076923	0.7971153846153847	0.9775	0.6371153846153846	0.8334615384615385	0.963076923076923	0.9915384615384616	0.9748076923076923	0.9680769230769231	0.8761538461538462	0.9734615384615385	0.9719230769230769	0.5996153846153847	0.7936538461538462	0.965	0.9911538461538462	0.9882692307692308	0.9873076923076923	0.8567307692307692	0.865	0.8851923076923077	0.7561538461538462	0.8184615384615385	0.9973076923076923	0.8144230769230769	0.9815384615384616	0.775	0.8373076923076923	0.9811538461538462	0.8919230769230769	0.9230769230769231	0.994423076923077	0.9784615384615385	0.9346153846153846	0.9086538461538461	0.9173076923076923	0.7419230769230769	0.9569230769230769
LSSP-05	0.6955769230769231	0.815	0.9859615384615384	0.7161538461538461	0.9853846153846154	0.7784615384615384	0.7519230769230769	0.9692307692307692	0.6517307692307692	0.9826923076923076	0.5361538461538462	0.8959615384615385	0.7321153846153846	0.6232692307692308	0.995576923076923	0.7653846153846153	0.8501923076923077	0.8323076923076923	0.8317307692307693	0.8175	0.7732692307692308	0.9809615384615384	0.879423076923077	0.5507692307692308	0.8463461538461539	0.8480769230769231	0.0	0.9867307692307692	0.8305769230769231	0.7757692307692308	0.6423076923076924	0.5821153846153846	0.865	0.8771153846153846	0.9032692307692308	0.994423076923077	0.9825	0.8440384615384615	0.9851923076923077	0.9305769230769231	0.9928846153846154	0.8678846153846154	0.8076923076923077	0.7967307692307692	0.8025	0.7151923076923077	0.8394230769230769	0.9869230769230769	0.9901923076923077	0.8567307692307692	0.995	0.8561538461538462	0.9411538461538461	0.6948076923076923	0.8584615384615385	0.845	0.9861538461538462	0.6146153846153846	0.9930769230769231	0.8865384615384615	0.8621153846153846	0.9428846153846154	0.6448076923076923	0.9648076923076923	0.8265384615384616	0.9851923076923077	0.5825	0.8976923076923077	0.9913461538461539	0.8925	0.9738461538461538	0.995	0.8530769230769231	0.8403846153846154	0.8378846153846153	0.9273076923076923	0.8192307692307692	0.8826923076923077	0.7232692307692308	0.785	0.9730769230769231	0.8078846153846154
WBC-25	0.9292307692307692	0.9728846153846153	0.9863461538461539	0.9669230769230769	0.9386538461538462	0.9565384615384616	0.9953846153846154	0.9036538461538461	0.8782692307692308	0.9271153846153846	0.9780769230769231	0.9817307692307692	0.916923076923077	0.9786538461538462	0.9494230769230769	0.8840384615384616	0.9884615384615385	0.9642307692307692	0.9809615384615384	0.9682692307692308	0.9719230769230769	0.9592307692307692	0.9969230769230769	0.9919230769230769	0.9869230769230769	0.8392307692307692	0.9867307692307692	0.0	0.9544230769230769	0.994423076923077	0.9607692307692308	0.9186538461538462	0.9826923076923076	0.9923076923076923	0.9767307692307692	0.9963461538461539	0.9488461538461539	0.9798076923076923	0.9828846153846154	0.9961538461538462	0.984423076923077	0.9925	0.9675	0.9575	0.9538461538461539	0.9098076923076923	0.9840384615384615	0.8094230769230769	0.9926923076923077	0.9815384615384616	0.9976923076923077	0.9880769230769231	0.9869230769230769	0.9425	0.9861538461538462	0.9798076923076923	0.9725	0.9246153846153846	0.9990384615384615	0.9946153846153846	0.9911538461538462	0.9898076923076923	0.9921153846153846	0.9496153846153846	0.9353846153846154	0.985	0.9701923076923077	0.9969230769230769	0.9967307692307692	0.9851923076923077	0.9873076923076923	0.695	0.9861538461538462	0.9686538461538462	0.9709615384615384	0.9948076923076923	0.9857692307692307	0.9709615384615384	0.9959615384615385	0.9642307692307692	0.9607692307692308	0.9888461538461538
SLNF-05	0.7463461538461539	0.7469230769230769	0.9942307692307693	0.6338461538461538	0.9861538461538462	0.6159615384615384	0.7711538461538462	0.9407692307692308	0.7282692307692308	0.9834615384615385	0.7719230769230769	0.5053846153846154	0.6332692307692308	0.8176923076923077	0.9973076923076923	0.6567307692307692	0.4548076923076923	0.5915384615384616	0.7576923076923077	0.7005769230769231	0.5528846153846154	0.9957692307692307	0.8707692307692307	0.5532692307692307	0.5767307692307693	0.9376923076923077	0.8305769230769231	0.9544230769230769	0.0	0.7453846153846154	0.5732692307692308	0.7826923076923077	0.7267307692307692	0.6994230769230769	0.6734615384615384	0.9878846153846154	0.989423076923077	0.6321153846153846	0.9698076923076923	0.9638461538461538	0.9946153846153846	0.5701923076923077	0.4455769230769231	0.5413461538461538	0.52	0.6928846153846154	0.31884615384615383	0.963076923076923	0.9971153846153846	0.8259615384615384	0.995576923076923	0.6640384615384616	0.9680769230769231	0.5865384615384616	0.5857692307692308	0.5217307692307692	0.9909615384615384	0.6765384615384615	0.9726923076923077	0.8673076923076923	0.6111538461538462	0.9378846153846154	0.835	0.9525	0.44653846153846155	0.9988461538461538	0.7855769230769231	0.8032692307692307	0.9934615384615385	0.5415384615384615	0.9803846153846154	0.9901923076923077	0.6176923076923077	0.9194230769230769	0.816923076923077	0.936923076923077	0.7205769230769231	0.7094230769230769	0.7432692307692308	0.740576923076923	0.9786538461538462	0.6925
